geo,name,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
isr,Israel,0.73188,0.7151,0.6795,0.63443,0.61219,0.55593,0.51282,0.49641,0.47542,0.45374,0.4687,0.40534,0.44302,0.35406,0.34936,0.28204,0.21286,0.20832,0.19713,0.20086,0.15677,0.16555,0.15546,0.1243,0.1171,0.10547,0.08506,0.04605,0.04328,0.04098,0.02776,0.02113,0.02117
ita,Italy,4.05752,5.04268,4.69277,4.54512,4.45629,4.22577,4.19023,4.23421,3.81291,3.87817,4.13905,4.00929,3.99977,2.4642,1.84449,1.81881,1.81929,1.70236,1.56239,1.61589,1.57072,1.43742,1.41547,1.3795,1.34986,1.33805,1.25736,1.19196,1.25705,1.15851,0.96639,0.88763,0.96961
jam,Jamaica,3.13883,3.02863,2.2333,2.4172,2.84546,2.46566,2.11323,2.20213,2.17879,2.01864,2.10091,1.43839,1.33158,1.29684,1.27818,1.2073,1.22547,1.23756,1.27433,1.21542,0.99461,0.99759,1.25719,1.23771,1.05626,0.90022,0.89746,0.915,0.88415,0.93504,0.87911,0.64658,0.65805
jor,Jordan,0.93235,0.92328,0.91642,0.901,0.89058,0.88056,0.86155,0.8387,0.81626,0.78618,0.75063,0.72164,0.69211,0.64778,0.66341,0.67132,0.67988,0.68847,0.71226,0.73447,0.75834,0.78913,0.81779,0.85118,0.88783,0.92761,0.95703,1.22122,1.42437,1.29957,0.38106,0.32275,0.32467
jpn,Japan,7.67781,7.08515,6.48062,6.30714,6.14837,5.88961,5.73433,5.68051,5.5671,5.22043,5.00955,4.764,4.64766,4.56801,4.39018,3.85381,3.66493,3.49444,3.17438,3.0069,2.9226,2.85145,2.73709,2.61145,2.52056,2.38863,2.29162,2.2831,2.13623,2.07941,2.05546,1.95581,1.87668
kaz,Kazakhstan,1.37445,1.36998,1.34885,1.29903,1.27605,1.25554,1.22932,1.19278,1.14235,1.08978,1.04493,1.01372,0.97338,1.16976,0.97769,1.13453,0.9958,0.77128,0.8237,0.82943,0.79984,0.45844,0.39203,0.21284,0.11597,0.12218,0.11132,0.10075,0.09653,0.09581,0.08899,0.08561,0.08361
ken,Kenya,42.02672,42.12561,42.13771,42.15584,42.06579,41.98048,41.81772,41.61901,41.38772,41.22142,40.81167,40.40744,39.91091,39.4772,38.89781,38.16449,37.4244,36.65411,35.91724,35.04551,34.14724,33.16725,32.16482,31.11187,30.00299,28.85241,27.72856,26.56589,25.37941,27.23081,28.14054,27.30896,26.682
kgz,Kyrgyz Republic,12.17859,12.24001,12.2905,12.3932,12.50423,12.60095,12.58345,12.51361,12.42761,12.27592,12.02397,11.78207,11.52224,11.22952,10.94385,10.65741,10.32228,9.99095,9.76723,9.50171,9.66185,9.94669,13.21802,12.89576,10.28223,9.12982,5.96844,6.96964,6.84732,7.36544,7.44558,7.15958,6.88652
khm,Cambodia,43.13238,43.06883,43.00568,43.15701,43.21155,43.14709,43.03933,42.80104,42.45085,42.24983,39.73199,38.22065,36.6149,34.90299,33.12207,31.23327,29.26145,27.30676,25.43729,23.61594,21.80647,20.0086,18.6247,17.23669,15.87794,14.54718,13.24444,11.97392,10.73615,10.36833,9.7121,9.35332,8.9567
kor,South Korea,10.3537,10.24199,10.13334,10.00103,9.83914,9.6397,9.42343,9.27441,9.05887,8.77933,8.40859,8.05223,7.78435,7.46262,7.15071,6.85975,6.5576,6.25426,6.04615,5.77811,5.48146,5.17132,4.92445,4.67861,4.40765,4.26484,4.15211,4.10401,3.9712,3.87235,3.69203,3.40146,3.16422
kwt,Kuwait,0.03273,0.03652,0.0374,0.03586,0.03501,0.03536,0.03313,0.02904,0.02999,0.03145,0.02851,0.02621,0.02538,0.02481,0.02618,0.01833,0.01171,0.00867,0.00542,0.00386,0.00296,0.00211,0.00147,0.00095,0.00066,0.01227,0.00693,0.00783,0.00907,0.00959,0.0094,0.00924,0.00925
lao,Lao,40.67481,40.66103,40.69979,40.75443,40.68644,40.6478,40.27159,40.33428,40.28743,40.00851,39.72017,39.4606,39.05903,38.66993,38.1677,37.88606,37.08934,36.2576,35.46786,34.81733,33.52425,32.10529,30.5537,29.01406,27.53756,26.0886,24.58487,23.62405,22.55413,22.3036,21.3261,20.81253,20.16017
lbn,Lebanon,4.61404,4.46064,4.34566,4.2279,4.10964,4.03421,3.97223,3.80526,3.74119,3.72319,3.56303,3.50505,3.48376,3.29144,3.6756,4.05727,4.46005,3.78201,3.24842,2.82721,2.44865,2.13251,1.84521,1.61747,1.42215,1.25664,1.10257,0.97268,0.84435,0.90712,0.83907,0.80311,0.77678
lbr,Liberia,22.69674,22.39273,22.09344,21.79375,21.55648,21.18609,20.84823,20.51768,20.13196,19.73813,19.33645,18.92565,18.84422,18.66073,18.38441,18.10916,17.71375,17.17996,16.58369,16.17535,14.64719,13.21198,11.86406,10.66255,9.56284,8.57405,8.40508,8.11183,7.86138,7.89293,7.43794,7.19344,7.04738
lby,Libya,0.91564,0.90424,0.89407,0.88645,0.86857,0.85414,0.83098,0.82734,0.7891,0.74,0.70691,0.63662,0.59167,0.55118,0.51754,0.49564,0.48969,0.47798,0.50148,0.50354,0.57832,0.54199,0.57876,0.64668,0.69667,0.69873,0.63765,0.59747,0.58381,0.59556,0.55659,0.53671,0.51378
lca,St. Lucia,2.86833,2.68689,2.83634,1.85434,1.8155,2.03026,1.86463,1.07525,1.08321,0.96214,0.90939,0.82673,0.72889,0.65285,0.59798,0.54766,0.48826,0.44402,0.40626,0.36302,0.33554,0.31143,0.2886,0.26523,0.25161,0.23555,0.21572,1.7928,0.25279,1.80213,0.3404,0.31867,0.32536
lka,Sri Lanka,9.94151,9.97866,9.9556,10.01376,10.13824,10.17,9.47882,13.63285,12.23648,13.05665,10.54666,10.73326,9.92466,9.35155,7.95507,10.47794,10.2914,10.775,10.63072,10.34572,10.60252,8.85713,8.78461,8.59466,8.42888,7.84054,7.98782,7.17158,7.02331,6.78574,6.63828,5.91668,5.74682
lso,Lesotho,2.05038,2.05424,2.0547,2.05193,2.04516,2.03725,2.01923,2.00379,1.98849,1.96627,1.93784,1.90076,1.85488,1.80945,1.7615,1.71099,1.65555,1.59505,1.52728,1.46564,1.40679,1.34046,1.27307,1.21066,1.14563,1.0784,1.01533,0.9573,0.89805,0.90317,0.84374,0.81346,0.77675
ltu,Lithuania,4.8344,4.69763,4.59248,4.45037,4.33815,4.17504,3.97131,3.72662,4.11797,3.01637,3.43843,3.63579,3.79795,3.09043,2.95973,2.77671,1.93762,1.45607,1.62692,1.61156,1.39769,1.31183,1.16594,1.26015,1.14948,0.92241,0.87646,0.74252,0.59047,0.53138,0.59993,0.53855,0.65412
lux,Luxembourg,1.22176,0.75731,1.09735,0.81431,0.96298,0.42047,0.33184,0.21831,0.37474,0.20959,0.21569,0.21122,0.18246,0.3249,0.26562,0.19962,0.16638,0.2156,0.64135,0.44813,0.43276,0.45975,0.37864,0.49332,0.99219,1.0915,0.84415,0.9063,1.24155,1.39265,1.52518,1.70424,1.46905
lva,Latvia,5.24024,5.05084,5.02977,4.9966,4.91868,4.43226,6.35117,5.37693,5.59409,4.00694,4.84101,4.06711,3.72819,3.74406,2.11002,1.53891,1.6485,1.28207,1.48998,1.37124,1.08093,0.88188,0.81933,0.78573,0.81142,0.83193,0.3857,0.48177,0.24128,0.62806,0.31727,0.50823,0.66036
mar,Morocco,18.62297,18.17178,17.92784,17.26957,17.34376,17.14987,17.065,16.87116,16.74966,16.72632,16.58852,16.52163,16.37152,16.16054,15.11574,14.04496,13.01194,12.09276,11.15496,10.32193,9.45396,8.65125,7.89416,7.21511,6.82833,6.4303,6.00858,5.58709,5.17577,5.30095,4.98194,4.81553,4.62524
mda,Moldova,0.72649,0.73457,0.7358,0.74148,0.7369,0.73309,0.73682,0.73446,0.74569,0.85272,0.88838,0.91603,0.98335,0.91118,0.97356,2.25604,1.72731,1.7377,1.74171,1.6691,1.93669,1.4198,1.31765,1.48511,2.47536,3.06718,2.57056,2.94649,2.4876,2.42683,2.47466,2.26472,2.5322
mdg,Madagascar,44.45654,44.31788,44.17257,44.06837,43.76383,43.56576,43.23555,42.85469,42.39662,41.98177,41.54422,41.54404,40.88154,41.92679,42.86132,43.68119,44.33463,45.1994,46.01067,46.80733,45.3032,43.71439,42.74525,41.91206,40.98986,40.43391,39.86702,39.18557,38.59224,38.53151,37.49062,36.90003,36.57618
mdv,Maldives,14.56978,14.38557,14.1952,13.96315,13.51294,13.24147,12.94745,12.62315,12.32099,12.01271,11.68297,11.33942,11.03743,10.66472,10.68962,10.18814,9.7474,9.40738,9.47049,7.952,6.73595,5.6665,4.73771,3.9446,3.42914,2.99285,2.53126,2.13549,1.81416,1.83529,1.69492,1.61986,1.56321
mex,Mexico,14.0461,13.83648,13.89443,12.89991,11.75357,11.3931,11.95221,10.28571,9.7211,8.33771,8.03279,7.80044,7.61633,7.31376,7.16719,6.73193,6.68463,6.53352,6.46579,6.4975,6.15873,6.10243,5.73171,5.50875,5.27831,4.87115,4.67115,4.47742,4.54159,3.87796,4.15674,4.10149,3.85863
mkd,North Macedonia,7.6708,7.36541,7.62034,7.6537,7.16528,6.9722,7.62465,8.30573,10.35882,10.87373,14.3898,12.23819,11.44002,8.52783,10.42445,11.02986,9.6733,9.89386,10.22115,9.5462,9.55359,8.4731,8.96961,8.80148,7.93455,6.54457,6.39023,6.14699,5.33175,4.29088,3.91801,3.3916,2.42857
mli,Mali,29.41086,29.18611,28.97558,28.65931,28.44698,28.15022,27.84205,27.4736,27.04195,26.59956,26.09778,25.53787,24.93807,24.39374,23.99355,23.58715,23.06033,22.56085,22.21951,21.78284,21.27354,21.04085,20.76501,20.74248,20.22067,21.39818,22.6067,25.7905,25.03233,24.71552,24.14464,23.7002,23.37021
mlt,Malta,1.69266,1.65039,1.60499,1.55772,1.50846,1.45581,1.40221,1.34561,1.28804,1.2276,1.16674,1.11055,1.06106,1.01163,0.96725,0.92637,0.88845,0.85369,0.82152,0.79377,0.7593,0.73094,0.70919,0.68464,0.66704,0.64874,0.63758,0.62079,0.61213,0.61797,0.62375,0.60221,0.5955
mmr,Myanmar,54.54465,54.18533,53.72827,53.16157,52.50531,51.72729,50.82774,49.80907,48.5902,47.16915,45.54254,43.92912,42.24047,40.5668,38.87667,37.23726,35.64358,34.16668,32.75623,31.4327,30.31626,29.19742,28.11668,27.14903,26.20132,25.36736,24.74203,24.29877,24.24573,23.69494,22.70169,22.17376,22.01845
mne,Montenegro,1.66203,1.63955,1.61453,1.58738,1.55821,1.52679,1.49436,1.457,1.4196,1.38637,1.325,1.28692,1.25896,1.21437,1.17294,1.11164,1.0392,1.00066,0.97329,0.97003,0.94269,1.07811,1.22556,2.02722,2.47554,2.322,2.91836,2.61332,2.55642,2.42447,2.17463,2.10589,2.04637
mng,Mongolia,8.77488,8.82606,8.8988,8.91204,8.9226,8.87707,8.86873,8.76732,8.67754,8.55315,8.52594,8.50418,8.50588,8.50352,8.47141,8.38032,8.16518,7.87454,7.27266,6.32629,6.42013,4.28415,2.34731,2.38573,1.9202,2.92402,3.0409,3.61903,0.6378,0.47258,0.14131,0.22783,0.04005
moz,Mozambique,43.81278,43.63781,43.2058,43.03307,42.75654,42.56047,42.20668,41.73023,41.00205,40.18031,39.43357,37.38101,36.69832,35.34476,34.02633,32.77157,31.35423,30.00812,28.69765,27.45065,26.1343,24.96934,23.70926,22.68102,21.51119,20.98626,20.61405,20.13154,19.61119,19.48803,18.60779,18.13762,17.86945
mrt,Mauritania,13.6624,13.69487,13.72774,13.75157,13.74156,13.68261,13.65174,13.57383,13.44739,13.3156,13.18031,13.02969,12.81802,12.61785,12.37684,12.03886,11.5981,11.23552,10.85331,10.56663,10.28082,9.91035,9.57726,9.15876,8.74301,8.40526,7.99891,7.61376,7.21504,7.23564,6.81164,6.5903,6.32069
mus,Mauritius,2.0635,2.03042,1.99426,1.96114,1.91657,1.86801,1.82208,1.76619,1.74079,1.70926,1.68258,1.64307,2.34554,2.03453,2.09704,2.00459,2.17975,2.10605,2.12543,2.39779,1.95924,2.23156,2.21552,2.18757,2.46406,2.17601,2.11004,1.9052,2.0525,3.07374,0.88046,1.58343,1.46917
mwi,Malawi,12.92587,12.83772,12.65721,12.35618,12.15241,11.92765,11.62013,11.36628,11.07753,10.7777,10.47198,10.20357,9.92097,9.58689,9.26455,9.01082,8.71765,8.40353,8.03965,7.70379,7.4145,7.1212,6.87774,6.6416,6.41999,6.21214,6.01956,5.84102,5.66371,5.62657,5.28767,5.1119,5.01851
mys,Malaysia,4.16177,3.75092,3.39899,3.04175,2.73176,2.46576,2.22998,2.01704,1.83129,1.65097,1.62145,1.5577,1.48515,1.41425,1.35739,1.30304,1.25271,1.20028,1.17525,1.11477,1.06707,1.03194,0.98872,0.94399,0.90729,0.86879,0.82913,0.79543,0.76408,0.75378,0.70412,0.67832,0.66094
nam,Namibia,13.26627,13.19008,13.07721,12.67882,12.46218,12.17202,11.89044,10.73925,9.76158,8.53022,7.59814,6.71267,6.04449,5.34624,4.70257,4.11992,3.68963,3.2597,2.97363,2.62348,3.90807,5.76523,4.59202,6.14756,4.90305,3.88022,4.2222,4.57686,4.25154,4.37147,4.13733,3.99096,3.89561
ner,Niger,37.57388,37.38055,37.1336,37.04701,36.75771,36.51779,36.23391,35.89762,35.43667,34.99624,34.73941,34.27256,33.82005,33.3396,32.83718,32.28554,31.73719,31.34892,31.01442,30.78954,30.12564,31.56863,32.79589,33.96082,33.594,33.29663,32.94696,32.16648,30.92349,31.35428,30.85822,30.65815,30.26677
nga,Nigeria,20.55734,20.51931,20.50461,20.51122,20.5703,20.54647,20.45927,20.24192,20.10055,19.88608,19.63609,19.4222,19.09877,18.70129,18.2618,17.86176,17.42079,16.98267,16.47618,16.04999,15.56494,15.02959,14.46687,13.88253,13.27298,12.72137,12.22684,11.72933,11.20807,11.28001,10.61354,10.26413,9.88764
nic,Nicaragua,13.18562,13.21419,13.25566,13.2784,13.27008,13.23472,13.16424,13.07006,12.96014,12.81917,12.58629,12.95169,13.29083,13.63497,13.93218,13.47019,12.99392,12.51851,12.03472,11.58122,11.12166,10.60587,10.21522,9.81097,9.36856,8.9006,8.43597,8.00091,7.59663,7.69667,7.24861,7.01323,6.71306
nld,Netherlands,1.68039,1.23284,1.39292,1.27934,1.251,1.10431,1.05794,0.8831,0.80914,0.87258,0.74061,0.57856,0.51997,0.47864,0.59826,0.60371,0.55141,0.46741,0.4635,0.64083,0.55886,0.51392,0.49308,0.46176,0.51461,0.41549,0.28333,0.30893,0.31785,0.32002,0.36214,0.411,0.31916
nor,Norway,1.6726,1.31978,1.16753,0.99849,1.04375,1.00075,0.64455,0.77055,0.41844,0.37616,0.45802,0.37277,0.37527,0.30164,0.26956,0.45298,0.30928,0.38731,0.32946,0.20957,0.17838,0.29337,0.30303,0.21023,0.27412,0.24867,0.07709,0.19505,0.15889,0.15238,0.17554,0.20075,0.19305
npl,Nepal,51.46231,51.35195,51.15794,51.02384,50.82997,50.6367,50.4135,50.09975,49.81315,49.52164,49.14168,48.67761,48.221,47.84117,47.31088,46.79526,46.23357,45.81215,45.40833,45.06638,44.64603,44.21174,43.74286,43.28461,42.80843,42.18032,41.66238,41.30492,40.96895,41.02591,39.93639,39.32455,38.89982
nzl,New Zealand,1.95276,1.91538,1.87603,1.83352,1.78768,1.73827,1.68465,1.62602,1.56573,1.50216,1.43486,1.37106,1.31196,1.25725,1.20616,1.15879,1.11568,1.07324,1.0326,0.99457,0.95807,0.92314,0.89072,0.85932,0.8298,0.80202,0.77583,0.75086,0.72725,0.73315,0.74239,0.71842,0.70289
omn,Oman,1.3047,1.30674,1.28505,1.24448,1.23109,1.22079,1.19139,1.10609,1.11188,1.15846,1.08078,1.03645,1.00705,0.99639,1.0218,1.0075,0.95623,1.00748,0.87321,0.88058,0.89752,0.87626,0.84455,0.79463,0.71188,0.65636,0.66408,0.69072,0.64783,0.64564,0.6464,0.6214,0.60212
pak,Pakistan,22.60774,22.66079,22.58814,22.52522,22.62235,22.62165,20.32546,22.37019,22.36969,21.40473,21.40551,20.82455,20.82455,24.16149,20.04747,23.88051,24.68783,26.05528,27.20239,26.65073,25.38468,24.80967,24.20029,22.60998,22.02298,21.34734,20.64919,19.89892,21.58652,21.5748,20.33184,19.93119,19.36309
pan,Panama,8.67328,8.56094,8.39355,8.18734,8.03282,7.89129,7.57398,7.40004,7.31626,7.13205,6.81515,6.56575,6.35835,5.8717,5.4183,4.97681,5.17973,4.97074,5.09932,4.42156,3.75694,4.81253,4.9414,4.54453,4.34721,4.9017,4.65061,4.71142,5.46601,5.10706,4.94717,5.51585,5.09118
per,Peru,20.51603,20.73689,20.78537,20.47402,20.08396,19.64439,18.88719,18.98014,19.33347,19.17858,18.02791,18.87967,19.67751,20.49711,19.47984,19.15032,17.05204,16.42392,16.42221,16.18852,16.17246,15.22423,14.918,14.86272,14.35623,14.27671,13.59669,13.70592,13.59773,17.08774,13.92803,12.32432,11.98475
phl,Philippines,13.28192,13.31225,13.33554,13.33871,13.34102,13.26784,13.15465,13.05251,13.60802,12.18082,13.47744,13.33694,12.74338,11.56416,12.44264,12.67769,12.52865,12.51686,12.34371,11.84385,11.88119,11.35126,10.64459,11.05018,10.21634,8.33679,6.33778,5.94958,6.14792,6.55963,6.51363,7.17354,6.79622
png,Papua New Guinea,29.27076,29.3376,29.30686,29.24422,29.15114,29.02653,28.86393,28.68309,28.44173,28.38581,28.28039,28.14244,27.96782,27.6978,27.34031,26.92047,26.32014,25.89978,25.27209,24.68818,23.98835,23.2664,22.62521,22.10573,21.40199,20.62127,19.89057,19.11695,18.31182,17.72058,16.95447,16.55998,16.03568
pol,Poland,6.87434,6.56742,6.78797,6.01037,5.99689,6.15225,5.41215,4.68669,3.97704,4.84733,5.48048,5.70177,5.32251,5.36395,5.25293,4.53621,4.21825,4.12006,3.96328,3.88215,3.72487,3.52393,3.2994,3.09293,2.95513,2.64172,2.61113,2.4046,2.14682,2.18241,1.2157,1.09106,0.87734
prk,North Korea,49.02285,48.86718,48.71054,48.52137,48.32337,48.08027,47.80682,47.53313,47.26999,46.86775,46.39258,45.88667,45.35822,44.84609,44.32049,43.76124,43.26876,42.80832,42.31852,41.87496,41.40802,40.90052,40.38949,39.84361,39.32326,38.8392,38.31535,37.81538,37.37104,37.27272,36.24522,35.67475,35.36032
prt,Portugal,2.1605,1.71335,1.78851,2.0752,1.97132,1.5999,1.48142,2.25189,1.9969,2.2549,2.26819,1.828,1.5533,1.43706,1.45282,1.21254,1.06154,0.90515,0.85917,0.94255,0.60913,0.66043,0.66821,0.53269,0.50531,0.62885,0.46306,0.42054,0.36267,0.30967,0.43512,0.66319,0.51278
pry,Paraguay,9.66918,9.61745,9.53182,9.43002,9.26489,9.17393,9.05506,8.87693,9.35462,9.75073,10.18997,12.41699,10.02889,10.23999,9.46948,10.32453,8.17417,8.39584,8.81116,7.89975,7.40403,6.53942,6.73748,5.59928,7.98279,7.54783,7.50063,7.52155,7.06725,7.91129,7.60374,6.12757,5.98875
pse,Palestine,13.07247,12.88665,12.70886,12.60108,12.3743,12.27495,11.87661,11.11789,10.1545,9.57545,9.16408,10.2634,11.49229,11.20152,10.27086,11.38069,12.30817,9.74169,7.96532,7.13303,8.29015,8.6622,7.35594,6.84598,6.69174,5.3873,4.50785,4.32093,3.88756,4.09636,4.25341,3.72807,
qat,Qatar,0.01385,0.01413,0.01364,0.01386,0.01405,0.01394,0.01403,0.0135,0.01609,0.02011,0.02106,0.02282,0.0254,0.02692,0.02983,0.02897,0.03088,0.03556,0.03368,0.03919,0.04452,0.04843,0.05258,0.01363,0.00335,0.00225,0.00235,0.00217,0.00192,0.00194,0.00195,0.00187,0.00186
rou,Romania,15.14643,15.25918,15.21931,15.22274,14.57927,16.02521,18.05794,18.87601,20.34482,20.72391,20.36793,15.33845,16.0452,14.33233,13.89835,13.15363,12.56579,11.80327,11.99652,12.56806,12.30817,12.16732,11.77178,11.55286,9.567,8.48138,8.1654,7.91505,7.46681,7.21504,6.75128,6.52931,6.39324
rus,Russia,0.10331,0.09991,0.118,0.11731,0.15277,0.15097,0.07997,0.08552,0.17277,0.1301,0.05912,0.08235,0.11202,0.08725,0.1048,0.08394,0.11068,0.12638,0.32863,0.4248,0.29196,0.39697,0.37652,0.39311,0.36696,0.40435,0.37876,0.41441,0.35952,0.38106,0.34025,0.29786,0.25637
rwa,Rwanda,8.87231,8.80501,8.77346,8.80204,8.58859,8.57316,8.46496,8.30979,8.06139,7.76185,7.46327,7.11958,6.77658,6.47675,6.17377,5.86757,5.56659,5.28919,5.02761,4.79729,4.59577,4.38389,4.17503,4.00143,3.81765,3.65806,3.42012,3.52748,3.03561,3.3499,1.85412,2.30617,2.33342
sau,Saudi Arabia,0.33439,0.34726,0.2938,0.26096,0.23736,0.22228,0.19622,0.16427,0.157,0.15463,0.13399,0.12091,0.11086,0.10303,0.09741,0.08752,0.07914,0.0745,0.05726,0.05317,0.05021,0.04346,0.03706,0.03184,0.02409,0.02075,0.01846,0.03404,0.16802,0.05481,0.27865,0.25295,0.24632
sdn,Sudan,28.66884,28.43398,28.10704,27.88388,27.74328,27.65716,27.03258,26.39412,25.89418,25.35907,24.85955,24.37059,23.72338,23.03247,22.36308,21.51209,20.80016,19.71048,19.39214,19.07236,18.02525,17.73438,17.29057,16.82726,16.07313,15.14325,14.08746,13.19477,12.41133,12.13038,11.33436,10.48718,
sen,Senegal,36.80337,36.61912,36.41351,36.33432,36.08943,35.81294,35.45864,35.07045,34.50479,33.94092,33.34791,32.7654,32.23317,31.72771,31.14068,30.54641,29.96967,29.46057,28.93073,28.36115,27.69749,27.46007,27.00324,25.83075,23.9385,29.53225,21.13608,17.16585,13.71394,13.55316,13.1394,12.84356,12.49722
sgp,Singapore,1.07813,0.94628,0.89808,1.09015,1.17052,1.19771,1.06013,1.1112,1.15254,1.10682,1.02369,0.86416,0.81604,0.78421,0.72809,0.66787,0.79304,0.64791,0.61519,0.55018,0.74038,0.62725,0.52523,0.54197,0.38176,0.3807,0.38798,0.39561,0.39076,0.40532,0.42764,0.22765,0.24206
slb,Solomon Islands,64.29903,64.33405,64.32336,64.29344,64.2995,64.16851,64.04066,63.82192,63.61625,63.4379,63.11363,63.15695,63.07552,62.79445,62.24283,61.84536,61.34782,60.84535,60.31858,59.73373,59.10026,58.3241,57.48225,56.70006,55.82397,54.93166,53.94147,52.93142,51.81288,51.84746,50.7473,50.11564,49.26325
sle,Sierra Leone,12.08205,12.03619,11.96651,11.88028,11.79588,11.67367,11.54896,11.3753,11.17657,10.91918,10.66592,10.32983,9.99352,9.66712,9.30048,8.95857,8.62609,8.29225,8.00011,7.72452,7.47198,7.25152,7,6.64878,6.39917,6.27211,6.11704,5.95768,5.7924,5.79554,5.45498,5.2795,5.17738
slv,El Salvador,7.86879,7.97947,7.96819,8.03866,8.79521,9.89229,8.11699,8.06743,8.00848,7.94136,10.80944,9.02819,8.81909,7.87408,9.79107,9.50201,9.56563,8.2628,7.10683,6.98609,7.47159,7.74449,7.67241,7.36937,6.88581,7.1022,6.99059,5.93609,5.69919,5.44188,4.82879,4.31633,4.38988
som,Somalia,18.62139,18.46711,18.31118,18.25055,18.19874,18.1027,18.00549,17.8588,17.65397,17.39111,17.11708,16.80917,16.50094,16.18983,15.87322,15.53659,14.97732,14.69432,14.4057,14.1183,13.824,13.47416,13.11632,12.74353,12.34281,11.95789,11.56447,11.21605,10.89999,10.96344,10.36738,10.05227,9.90932
srb,Serbia,14.49819,14.33626,14.17484,14.00488,13.72286,13.56632,13.35935,13.00195,12.62814,12.1823,11.92796,11.67248,11.41117,10.83001,10.43996,9.90217,9.46476,9.01247,8.85264,8.09141,7.94997,7.54959,7.68549,8.2816,8.12584,8.04315,5.78395,5.56614,4.72697,4.59371,5.69027,6.24223,5.95458
ssd,South Sudan,51.2228,51.15016,51.05481,50.99505,50.92624,50.8432,50.55081,50.18258,49.81226,49.388,48.84154,48.23931,47.57032,46.83742,46.01696,45.03902,43.87438,42.55469,40.97822,39.62414,38.3634,37.43515,35.72318,33.55403,31.27135,29.43377,27.60118,25.52718,23.224,23.35173,22.3543,21.81763,20.67303
stp,Sao Tome and Principe,7.88613,7.90813,7.91839,7.91473,7.90489,7.8702,7.82742,7.76132,7.68046,7.58443,7.47669,7.34601,7.15202,6.96237,6.76508,6.55763,6.35344,6.06401,5.89186,5.65924,5.44129,5.19725,4.95843,4.719,4.49326,4.25499,4.01801,3.77604,3.54625,3.57615,3.35281,3.23664,3.09494
sur,Suriname,1.23143,1.22513,1.39475,0.77173,0.97396,1.96902,2.00465,1.1784,1.28348,1.40962,1.53931,1.69924,1.81966,1.9293,2.04402,2.15848,2.29289,2.41754,2.60772,2.79728,2.98252,3.18588,3.44392,3.7075,4.11889,4.47813,4.43059,4.45015,4.44306,4.63334,4.35673,4.21739,4.22714
svk,Slovak Republic,0.12857,0.11892,0.11476,0.10901,0.10713,0.13036,0.08611,0.10963,0.14338,0.13831,0.12488,0.12688,0.13029,0.1417,0.06791,0.167,0.40599,0.17703,0.15394,0.1331,0.06517,0.08052,0.09907,0.12387,0.15302,0.10806,0.10433,0.10095,0.09771,0.09742,0.0979,0.04394,0.04769
svn,Slovenia,3.74365,3.60512,3.19527,5.40539,4.64858,4.21758,6.61981,6.60752,5.76302,4.78224,5.16859,4.50881,4.0722,5.26309,4.78439,4.7503,4.58994,3.96926,5.20341,4.78316,4.12897,3.92745,4.6829,5.67526,3.92966,2.26919,2.69316,2.60446,1.61053,1.53515,1.71535,1.91377,1.87954
swe,Sweden,0.34122,0.38013,0.47931,0.50915,0.52927,0.54748,0.50577,0.51387,0.52112,0.46965,0.45381,0.46916,0.41388,0.44313,0.31689,0.27428,0.28407,0.25452,0.21386,0.25117,0.2061,0.23478,0.21658,0.21715,0.24565,0.25553,0.25348,0.1901,0.2496,0.28162,0.35883,0.48906,0.46935
swz,Eswatini,4.93505,4.93814,4.94535,4.94919,4.94745,4.93089,4.90999,4.8817,4.8365,4.78139,4.71694,4.64503,4.54258,4.43627,4.32308,4.18605,4.04683,3.89909,3.76027,3.61211,3.46514,3.31453,3.15424,3.00189,2.84689,2.69774,2.54565,2.40174,2.26233,2.34813,2.19461,2.11346,2.01333
syr,Syria,21.04556,20.82395,20.55064,20.23407,19.85032,19.25326,18.59481,17.79234,17.1394,16.57845,16.46933,14.92178,13.3156,11.666,10.1438,8.76715,8.89608,6.30104,4.22987,3.80172,3.15912,2.75675,2.664,2.59083,2.43495,2.28168,2.11379,1.92841,1.76297,1.79273,1.6771,1.62077,1.53523
tcd,Chad,29.57047,29.13551,28.63383,28.44122,28.21129,27.99056,27.6858,27.35016,26.94258,26.57762,26.23814,25.82272,25.43891,25.03888,24.13741,23.66344,23.14746,22.78535,22.21825,21.96509,21.75469,21.49251,20.936,20.63384,20.38969,20.0245,19.73058,19.41895,19.0517,18.99799,18.15766,17.7076,17.48137
tgo,Togo,31.53851,31.389,31.31407,31.00419,30.81333,30.51386,30.09215,29.40951,28.9955,28.61938,28.18367,27.85226,27.33493,26.81212,26.3779,25.91327,25.53226,25.07687,24.62614,24.12485,23.62392,22.94713,22.46311,22.02699,21.37505,20.81646,20.30831,19.86294,19.3103,18.6715,17.35465,15.82666,15.53327
tha,Thailand,37.83978,38.37177,34.31089,33.9941,31.23534,28.93668,30.33222,29.7685,27.11738,27.33617,24.69433,25.56811,24.60441,22.16003,21.56028,21.51935,21.03452,22.25385,20.38773,20.95349,23.55564,23.98063,20.37259,17.93198,17.0587,16.56775,16.46576,16.89684,16.34833,16.06863,16.50749,15.63264,15.52719
